,title,plot,genre
0027914,Love on the Run,A runaway bride and an undercover reporter get caught up in political intrigue as they lead a merry chase across Europe and uncover a spy plot.::duke1029@aol.com,romantic-comedy
1222817,Zookeeper,"A group of zoo animals decide to break their code of silence in order to help their lovable zookeeper find love, without opting to leave his current job for something more illustrious.",romantic-comedy
10343616,Third Person - IMDb,"Relationship guru and happily married bestselling author, Hannah Midvale, has built an empire as the foremost expert on finding ""The One,"" but a chance encounter with a polyamorous couple gets her thinking that one might not be enough.",romantic-comedy
0098635,When Harry Met Sally...,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.::Jon Reeves <jreeves@imdb.com>",romantic-comedy
0028505,Wife vs. Secretary,The wife of a publishing executive mistakenly believes that her husband's relationship with his attractive secretary is more than professional.::G. Taverney (duke1029@aol.com),romantic-comedy
10073154,Max and Vada,Max and Vada is a romantic comedy about a couple who during a dinner with friends fight about where their relationship is heading. Love isn't always enough.::Gabriel Felsberg,romantic-comedy
0016226,The Plastic Age,"Hugh Carver is an athletic star and a freshman at Prescott College. He falls in love with Cynthia Day, a popular girl who loves to go to parties. He finds that it is impossible to please her and still keep up with his studies and his athletic training, and soon the two face some difficult decisions.::Snow Leopard",romantic-comedy
1583420,Larry Crowne,"After losing his job, a middle-aged man reinvents himself by going back to college.::Anonymous",romantic-comedy
0280590,Mr. Deeds,"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.::Anonymous",romantic-comedy
0132502,The Secret Laughter of Women,"A beautiful young single mother feels the pressure from the ex-pat Nigerian community to get married. Her precocious son has met his hero, a cynical English comic book writer and decides he is a match for his mum. The fall for each other but their love is tested by resistance from the community.::Anonymous",romantic-comedy
3909884,Talk Back and You're Dead,"This is the story of Samantha, a girl who unbelievably fell in love with a delinquent, hot-headed guy named Top--the leader of the so-called gang ""Lucky 13"". And she always asks herself if they'll last forever.::catasha143",romantic-comedy
0944093,Eiken,"The story depicts the life of schoolboy Densuke Mifune after he is forced into the mysterious Eiken Club, which is populated only by women, several of whom have enormous breasts.::wikipedia",romantic-comedy
0985040,CBS Schoolbreak Special,"CBS late afternoon specials designed for middle school and high school students, dramatizing issues affecting teenagers.",romantic-comedy
11691298,My FBI Guy,"Inspired by the idea that we all have an assigned FBI Agent watching us, this meme made movie follows Arthur Cruz on his first day of being assigned to spy on college student, Mia Andrews. Arthur quickly finds himself going from hidden agent to guardian angel the more he begins to get attached, until he quickly finds himself on a blind date with the person he's assigned to watch.::Ruben Gonzales",romantic-comedy
0762107,I Now Pronounce You Chuck & Larry,"Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.::Anonymous",romantic-comedy
0205000,Deuce Bigalow: Male Gigolo,"An average aquarium cleaner house-sits for a gigolo, only to be forced to become one himself.::Mr. P",romantic-comedy
3783958,La La Land,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",romantic-comedy
5231402,The Flight Before Christmas,"Two strangers who both happen to be in marketing, share a room at a bed-and-breakfast when a snowstorm strands their flight in Montana on Christmas Eve.",romantic-comedy
2398249,They Came Together,A small business owner is about to lose her shop to a major corporate development.::Anonymous,romantic-comedy
1282140,Easy A,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.::IMDb editor,romantic-comedy
0291502,Swept Away,A snooty socialite is stranded on a Mediterranean island with a communist sailor.::Anonymous,romantic-comedy
0275022,Crossroads,"Three childhood best friends, and a guy they just met, take a road trip across the country, finding themselves and their friendship in the process.::Rich",romantic-comedy
8672786,A Christmas Arrangement,"A flower shop owner enters the local Holiday Floral Show in an effort to win a cash prize to help keep her struggling business afloat, but she starts to fall for one of her direct competitors.::The Ninth House",romantic-comedy
0052662,But Not for Me,"Russ Ward, after 30 years of producing Broadway plays, is ready to quit. His secretary, Ellie Brown, on being given notice, tells him she loves him. Russ proceeds to turn this into a hit play starring Ellie and romance her in a May-December affair.::Bob Lipton <lipton@dorsai.org>",romantic-comedy
3034258,Meu Passado Me Condena: O Filme,"The immature and cheap douche bag Fábio Clóvis marries the pseudo-intellectual Miá and they travel in a cruise to Europe on board of a fancy passenger vessel. Fabio and Miá are invited to have dinner with the wealthy Beto Assunção and his gorgeous wife Laura in a VIP restaurant on the vessel. Soon Fábio discovers that Beto was Miá's boyfriend and Miá learns that Fábio had a crush on Laura that was his classmate. Meanwhile the cynical chamber maid Suzana Mello and her estranged husband, the entertainer Wilson, make a bet that Fábio and Miá will split before the end of the trip and poison their relationship. When the ship arrives in Casablanca, Fábio meets his bothersome childhood friend Cabeça that affects their honeymoon.::Claudio Carvalho, Rio de Janeiro, Brazil",romantic-comedy
11012456,A Misdirected Ode,"In the backdrop of a church cabaret night, a young man meets the girl of his dreams and tries desperately to get her attention. No matter the cost.",romantic-comedy
0455805,Then She Found Me,"39-year-old April Epner's childish husband and school teacher colleague Benjamin/Ben leaves her, but with her biological clock ticking ever more loudly. Her dying bossy adoptive mother is very vocal about her disappointment, while her natural son Freddy, a doctor, is most understanding. Shy but fascinating British author Frank meets April, his doted son Jimmy Ray's teacher, which soon leads to a full-flung affair. At the same time April's birth mother Bernice Graves locates her and begins attempting to establish a relationship. On top of all these balls in the air, April discovers she's finally expecting Ben's baby.::KGF Vissers",romantic-comedy
10399230,Fruit Fly,"Twelve-year-old Jules develops a penchant for falling in love with gay boys after her boyfriend leaves her for another girl. Unsurprisingly, middle school, high school, and college see Jules colliding from one friendzone disaster to the next. Things change, however, when Xander, the star actor of McKellan Performing Arts School and Jules's latest crush, falls hard for the new transfer student, Riley Sakamoto. Jules ends up playing wingwoman for Xander, only to find out Riley's fallen for *her*. Hilarity ensues for all three against a backdrop of drunken college antics and McKellan's latest bizarre production of Shakespeare's Twelfth Night.",romantic-comedy
4767950,A Christmas Detour,"An anxious bride-to-be throws in with a broken-hearted guy and a happily married couple for an emergency ride to NYC, learning about each other and themselves along the way.",romantic-comedy
0211915,Amélie,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",romantic-comedy
0270288,Confessions of a Dangerous Mind,"An adaptation of the cult memoir of game show impresario Chuck Barris (Sam Rockwell), in which he purports to have been a C.I.A. hitman.::groucho773",romantic-comedy
3846674,To All the Boys I've Loved Before,A teenage girl's secret love letters are exposed and wreak havoc on her love life.::Anonymous,romantic-comedy
0094737,Big,"After wishing to be made big, a teenage boy wakes the next morning to find himself mysteriously in the body of an adult.::Kenneth Chisholm",romantic-comedy
7440784,Famalam,"A zany, new comedy sketch show featuring an array of oddball characters and off-the-wall situations ranging from a misunderstood superhero to Croydon's leading witch-doctor.::Mark_a_Wood <markawood@hotmail.co.uk>",romantic-comedy
10799008,A Date by Christmas Eve,"After her brilliant idea for a new dating app is stolen by a workplace rival, Chelsea's fortunes take a turn for the better following a Christmas wish upon a shooting star.::Anonymous",romantic-comedy
0343660,50 First Dates,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.::ahmetkozan",romantic-comedy
0809504,The Accidental Husband,"When talk radio host Emma Lloyd advises one of her listeners to break up with her boyfriend, the jilted ex sets about getting his revenge.::Anonymous",romantic-comedy
2245003,Miss You Already,The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.::Anonymous,romantic-comedy
11590126,LoverGirl,"Dakota's had a crush on Danny for the longest time. She's never made a move, despite her best friend Cameron's encouragement, because she assumes that Danny is straight. But once Danny comes out to Dakota as bisexual, it's all systems go. She pulls out all the stops to woo her lady love. The only problem is, her romantic gestures keep backfiring. Will this lovergirl win over the woman of her dreams?::Shawna Khorasani",romantic-comedy
1618434,Murder Mystery,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.",romantic-comedy
0099892,Joe Versus the Volcano,"When a hypochondriac learns that he is dying, he accepts an offer to throw himself in a volcano at a tropical island, and along the way there, learns to truly live.::Kenneth Chisholm",romantic-comedy
1243974,Aloha,A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watch-dog assigned to him.::Sony Pictures,romantic-comedy
11821792,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Katarina Claes was an otaku who died after spending playing Fortune Lover. She has been reincarnated into her favorite otome game as the villainess and decides to use her knowledge of the game to avoid any bad situations.,romantic-comedy
0052278,Teacher's Pet,A hard-nosed newspaper editor poses as a night school student in order to woo a journalism teacher who cannot stand him.,romantic-comedy
0029516,Saratoga,"After winning a stud farm in lieu of gambling debts, bookie Duke Bradley turns an eye to the daughter of the now deceased gambler and her millionaire fiancée.::duk1029@aol.com",romantic-comedy
0811138,The Love Guru,"Pitka, an American raised outside of his country by gurus, returns to the States in order to break into the self-help business. His first challenge is to settle the romantic troubles and subsequent professional skid of a star hockey player whose wife left him for a rival athlete.::IMDb Editor",romantic-comedy
0116242,Everyone Says I Love You,A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.::Anonymous,romantic-comedy
0025132,Forsaking All Others,"Dill leaves Mary standing at the altar in order to marry his old flame, Connie, instead. Knowing that Mary still has feelings for Dill, Jeff keeps quiet about his own love for her.::Diana Hamilton <hamilton@gl.umbc.edu>",romantic-comedy
0075529,The Love Boat,"The romantic and comic tales of the passengers and crew of the cruise ship, Pacific Princess.::Kennth Chisholm",romantic-comedy
10685500,Kim's Big Date,"With the help of her romantically savvy roommates, Kim goes on a big ol' date.",romantic-comedy
0234663,Workers for the Good Lord,"Saints are a nuisance to live with at home ,and in the world we live in,it takes a lot of faith and a total commitment to succeed;",romantic-comedy
0758766,Music and Lyrics,"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.::Anonymous",romantic-comedy
1216050,The Tower of DRUAGA: The Aegis of URUK,"A demon lord commands his forces from a tower. During the ""Summer of Anu"", they lose their power and human army invades the tower to end their threat. Adventurers who have heard about a priceless treasure hidden in the tower join the fight.::Anonymous",romantic-comedy
12560244,SF8,"SF8 revolves around people who dream of a perfect society. It tackles the themes of artificial intelligence, augmented reality, virtual reality, robots, games, fantasy, horror, superpowers and disasters.",romantic-comedy
0045152,Singin' in the Rain,A silent film production company and cast make a difficult transition to sound.::Anonymous,romantic-comedy
2980210,A Hologram for the King,A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch.::Anonymous,romantic-comedy
0387514,Prime,"A career driven professional from Manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst.::StandUpGuy24",romantic-comedy
12432558,MyCorona - IMDb,"Alone Together. How COVID-19 brought a Los Angeles apartment community together. #MyCorona is a romantic comedy set during the onset of the corona virus as this seemingly remote disease begins to impact the area locally. The story revolves around isolated residents in an apartment building, all searching for something personally and, due to the stay-at-home order, forced to get to know and rely on each other. With the sudden lack of Los Angeles traffic noise, two warring neighbors find they can now hear each other's conversations through their shared wall. They are about to learn a lot about each other, themselves and their rather unusual neighbors.::Phil Gorn",romantic-comedy
12688054,Bing Bing Bing,A compilation video of four Mack Sennett short musical comedy romance short films starring Bing Crosby.::Jamie Skinner,romantic-comedy
0371246,Spanglish,"A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife.::MonkeyKingMA",romantic-comedy
1564367,Just Go with It,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.::IMDb Editor",romantic-comedy
0030879,Too Hot to Handle,"Two rival newsreel photographers join forces to find an aviatrix's missing brother, who has disappeared in the Amazon rainforest.::duke1029@aol.com",romantic-comedy
9484998,Palm Springs,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated as they are unable to escape the venue, themselves, or each other.",romantic-comedy
0119304,Home Fries,Pregnant Sally unknowingly falls for the stepson of the deceased father of her baby and has to deal with his homicidal family.::Anonymous,romantic-comedy
0278500,The Importance of Being Earnest,"In 1890s London, two friends use the same pseudonym (""Ernest"") for their on-the-sly activities. Hilarity ensues.::IMDb Editors",romantic-comedy
9893278,Strange Therapy,"Beverly Hills therapist Dr. Sophia loses her license for sleeping with one of her patients. She continues to practice, and now can tell people what she really thinks. Luckily her remaining Italian patient seems to have multiple personalities, from a porn star to a female cartoon character. Dr. Sophia uses unorthodox and exhilarating methods to treat him including sex, humor, and role play with fascinating results. This delightful romantic comedy digital series, is a wild roller coaster ride,navigating the nuances of modern relationships.Yet it's the healing power of love and forgiveness , which is at the heart of Strange Therapy.::Diane Robin",romantic-comedy
0466342,Date Movie,"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.::CartmanKun@aol.com",romantic-comedy
0099165,The Bonfire of the Vanities,"After his mistress runs over a young teen, a Wall Street hotshot sees his life unravel in the spotlight and attracting the interest of a down and out reporter.::mystic80",romantic-comedy
0018773,The Circus,The Tramp finds work and the girl of his dreams at a circus.::Kenneth Chisholm,romantic-comedy
9028942,Santa's Boots,"Forced to take a vacation from her job in Seattle, Holly returns to her hometown where she reluctantly agrees to become Santa's new elf at her dad's local department store.::Anonymous",romantic-comedy
1632708,Friends with Benefits,"A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",romantic-comedy
0332047,Fever Pitch,Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.::IMDb Editors,romantic-comedy
12688640,Mack Sennett Featurettes Starring Bing Crosby,A compilation video of four Mack Sennett short musical comedy romance short films starring Bing Crosby.::Jamie Skinner,romantic-comedy
1001508,He's Just Not That Into You,This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.::Marisa_Gabriella,romantic-comedy
0087482,Irreconcilable Differences,"Alternating between the past and the present, a precocious little girl sues her selfish, career-driven parents for emancipation, surprising them both.::mystic80",romantic-comedy
10731748,Airplane Mode,"Follows the young Ana, who studied fashion design dreaming of becoming a great stylist but dropped everything to become a digital influencer for a famous brand.",romantic-comedy
0126886,Election,"A high school teacher's personal life becomes complicated as he works with students during the school elections, particularly with an obsessive overachiever determined to become student body president.::Alejandro Frias",romantic-comedy
0158622,The Flintstones in Viva Rock Vegas,"In this live-action prequel to The Flintstones (1994), the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople (Kristen Johnston) is pursued by playboy Chip Rockefeller (Thomas Gibson).::Phil Fernando",romantic-comedy
0204640,Sordid Lives,"As three generations of a family in a small Texas town gather for a funeral, we learn the hilarious, sad, trashy truth of their ""Sordid Lives.""::JetBoy",romantic-comedy
3715320,Irrational Man,A tormented philosophy professor finds a will to live when he commits an existential act.::Anonymous,romantic-comedy
0021749,City Lights,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.::J. S. Golden",romantic-comedy
8942494,Christmas Pen Pals,"After being dumped by her boyfriend, a successful tech wiz dating app creator returns to her hometown for the holiday season where her dad gets her sign up for the annual Christmas Cupid anonymous matchmaking event.::Anonymous",romantic-comedy
1086772,Blended,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship.::Anonymous",romantic-comedy
0138097,Shakespeare in Love,"The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays.::Anonymous",romantic-comedy
6911608,Mamma Mia! Here We Go Again,"Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.",romantic-comedy
0042634,Key to the City,"At a Mayor's convention in San Francisco, California, ex-longshoreman Steve Fisk meets Clarissa Standish from New England. Fisk is Mayor of Puget City, and is proud of his rough and tumble background. Standish is Mayor of Winona, Maine, and is equally proud of her education and dedication to the people who elected her. Thrown together, the two opposites attract, and their escapades during the convention get each of them in hot water back home.::Ron Kerrigan <mvg@whidbey.com>",romantic-comedy
0023926,Dancing Lady,"An attractive dancer is rescued from jail by a rich man, who helps her to have her first big opportunity at a musical play on Broadway.::Alejandro Frias",romantic-comedy
0113729,Mad Love,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.,romantic-comedy
1570728,"Crazy, Stupid, Love","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.::The Heretic018",romantic-comedy
0286788,What a Girl Wants,"An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election.::Kaitlin Jacobs",romantic-comedy
0120888,The Wedding Singer,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",romantic-comedy
0808244,Easy Virtue,"A young Englishman marries a glamorous American. When he brings her home to meet the parents, she arrives like a blast from the future - blowing their entrenched British stuffiness out the window.::Sheridan Jobbins - co-writer",romantic-comedy
0049407,The King and Four Queens,Opportunistic con man Dan Kehoe ingratiates himself with the cantankerous mother of four outlaws and their beautiful widows in order to find their hidden gold.::DUKE1029@AOL.COM,romantic-comedy
0037494,Adventure,"Dark, romantic, complicated drama about a rowdy merchant mariner and sophisticated librarian who clash over their lifestyles and values - and then fall in love.::EYW",romantic-comedy
0053291,Some Like It Hot,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.::Kenneth Chisholm",romantic-comedy
12840504,Finding Mr. Right,Chris and Jen are tired of ending up with random losers that hit on them and they decide to try and ban together set each other up with the perfect date.,romantic-comedy
10622790,Cousins,"Young Lucas lives with his religious aunt in a quiet country town. But this little agitated life is with the days counted when the charitable aunt announces the arrival of another nephew Mario, just out of jail.",romantic-comedy
0120523,Wishful Thinking,"Elizabeth, a vet assistant, falls for Max, who brings in an abused dog. His jealousy burdens their relationship as does talk of marriage. Lena wants Max and she schemes.::Scott Filtenborg",romantic-comedy
2452244,Isn't It Romantic,A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.,romantic-comedy
0960731,Bedtime Stories,A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.::Anonymous,romantic-comedy
0023349,Polly of the Circus,"After a trapeze performer is injured during an accident, she is moved to a minister's house where they both fall in love.::Sin Jack",romantic-comedy
0025316,It Happened One Night,A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,romantic-comedy
9343826,Ananthu v/s Nusrath,"Ananthu is advocate belonging to an orthodox Brahmin family, who falls in Love with Nusrath Fathima baig, a Muslim girl. How Ananthu wins his love is the plot. Whole love story revolves in Court and Narrated in a humorous way.",romantic-comedy
0120631,Ever After: A Cinderella Story,"The Brothers Grimm arrive at the home of a wealthy Grande Dame who speaks of the many legends surrounding the fable of the cinder girl before telling the ""true"" story of her ancestor.",romantic-comedy
1014775,Beverly Hills Chihuahua,"While on vacation in Mexico, Chloe, a ritzy Beverly Hills chihuahua, finds herself lost and in need of assistance in order to get back home.::Anonymous",romantic-comedy
4094300,Crazy Ex-Girlfriend,"A young woman abandons a choice job at a law firm and her life in New York in an attempt to find happiness in the unlikely locale of West Covina, California.::Hollywood Reporter",romantic-comedy
1473832,Bridget Jones's Baby,"Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.::Anonymous",romantic-comedy
9657764,Fall In Love At First Kiss,"Adapted from Japanese manga series ""Itazura na Kiss"", about a teen girl who falls in love with her fellow senior since their first day of high school.",romantic-comedy
7647010,The Mistletoe Inn,An aspiring novelist signs up for a week-long writing workshop at the Mistletoe Inn.::Anonymous,romantic-comedy
0034281,They Met in Bombay,A jewel thief and a con artist are rivals in the theft of a valuable gem as the Japanese army invades China.::duke1029@aol.com,romantic-comedy
10256170,Head Hunters,Quiz show hosted by Rob Beckett. Contestants will decide whether they think they can win the prize money on their own or if they need to headhunt other players to supplement their knowledge.::Mark_a_Wood <markawood@hotmail.co.uk>,romantic-comedy
5824826,Pelli Choopulu,A wannabe businesswoman and a happy-go-lucky guy meet each other during an arranged marriage blind date but eventually team up to start a food truck on their own.,romantic-comedy
5210078,On the Twelfth Day of Christmas,"Maggie is thrilled when Mitch, her long time crush, moves back to town. When she learns Mitch's love for Christmas has drastically changed, she tries to bring his holiday spirits back by showing him the magic of Christmas.::Katrina L. Harrison",romantic-comedy
7316998,Richard Osman's House of Games,Richard Osman hosts the game show in which he sets a panel of four celebrity contestants a series of games and puzzles to test their general knowledge.::Mark_a_Wood <markawood@hotmail.co.uk>,romantic-comedy
0852713,The House Bunny,"After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls.::The Kever",romantic-comedy
8165954,When in Venice - IMDb,"In Italy to speak at a conference, Max meets Maria, who convinces him to spend a day in Venice. What starts out as a friendly trip becomes something much more.::Douglas Limbach",romantic-comedy
6582384,Red Nose Day Actually,"After 13 years, the cast of Love Actually reunite to pick up from where they are now.::joshuastainer",romantic-comedy
0088161,Splash,"A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is.::Rob Hartill",romantic-comedy
0027413,Cain and Mabel,A talented boxer and a gifted dancer hope to increase their waning popularity by inventing a fictitious love affair for the benefit of the tabloids.::duke1029@aol.com,romantic-comedy
0093717,The Perfect Match,"A single woman's best friend makes her call a man who had put his ad up in the newspaper. When they meet they both lie about their interests, later on finding out the truth about eachother the hard way.",romantic-comedy
0314431,Hope Springs,"A brokenhearted English artist travels to Hope, USA, hoping to get on with his life. He starts by drawing faces there. He befriends the cute Mandy. But then his scheming ex shows up and wants him back.::Scott Filtenborg",romantic-comedy
0420087,A Prairie Home Companion,"A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court.::Anonymous",romantic-comedy
0209322,Skipped Parts,An ungrounded young mother and her thoughtful teenage son are banished to a remote provincial town by a domineering father.::Anonymous,romantic-comedy
0015324,Sherlock Jr.,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.::Shannon Patrick Sullivan <shannon@mun.ca>",romantic-comedy
0033726,Honky Tonk,"Fast-talking con-man and grifter Candy Johnson rises to be the corrupt boss of Yellow Creek, but his wife's alcoholic father tries to set things right.::duke1029@aol.com",romantic-comedy
2784678,Top Five,A comedian tries to make it as a serious actor when his reality television star fiancée talks him into broadcasting their wedding on her television show.,romantic-comedy
0095927,Punchline,A medical school dropout and a housewife/mom try to make it as stand-up comedians. They become friends and help each other out at an NYC comedy club.::Scott Filtenborg,romantic-comedy
0299930,Gigli,Larry Gigli is assigned by a crime boss to kidnap the brother of a prominent district attorney. A beautiful woman known only as Ricki is sent to stay with him to make sure he doesn't mess up the job.,romantic-comedy
11815728,Romance v Bromance,"All Alex wants is to have a nice romantic movie night with her boyfriend Trey. If only it were that simple.::Mandala, Stuti",romantic-comedy
0101745,Doc Hollywood,A young doctor on his way across the country to a job interview crashes his car in a small town and is sentenced to work for several days at the town hospital.::Michael Zink <m.zink@adg.de>,romantic-comedy
0804492,The Hottie & the Nottie,A woman agrees to go on a date with a man only if he finds a suitor for her unattractive best friend.,romantic-comedy
12580486,The Start of Nothing,"In an ill-advised bout of self-improvement, Lucas pulls out his back at the gym. He comes to rely entirely on his housemate, Jesse. As they become closer, the two millennials battle with dangerous feelings for which they have no language.",romantic-comedy
1230414,It's Complicated,"When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried.::Movie Guy",romantic-comedy
12492600,Tales of the Lockdown,Anthology of lockdown stories each created remotely by 5 different directors and brought to live by actors and actresses that also were producers and make-up artists.,romantic-comedy
0118799,Life Is Beautiful,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.::J. S. Golden",romantic-comedy
12688542,Bing at Sennett,A compilation video all six Mack Sennett short musical comedy romance short films starring Bing Crosby.::Jamie Skinner,romantic-comedy
0039477,The Hucksters,"A World War II veteran wants to return to advertising on his own terms, but finds it difficult to be successful and maintain his integrity.::duke1029@aol.com",romantic-comedy
4302740,Meu Passado Me Condena 2: O Filme,"Picks up with Fábio and Miá three years after their wedding took place after dating for only one month. Stressed out in having to deal with their many differences, they decide to travel to Portugal in an attempt to save their marriage.",romantic-comedy
7488036,The Trouble with Mistletoe,"When San Francisco pet shop owner Willa Davis encounters the man who stood her up in high school, she fights both her head and her heart when she starts falling for him all over again ten years later.::Unknown",romantic-comedy
0821640,Ghosts of Girlfriends Past,"While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends.::mystic80",romantic-comedy
12401208,Sweet Munchies,The story of Park Jin Sung who owns a late-night snack restaurant.,romantic-comedy
0031473,Idiot's Delight,A group of disparate travelers are caught and thrown together in a posh Alpine hotel when the borders are closed at the beginning of World War II.::duke1029@aol.com,romantic-comedy
0374536,Bewitched,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic sitcom Bewitched (1964).::mystic80",romantic-comedy
9854128,The Art of Being Normal,"David Piper has always been an outsider. His parents think he's gay. The school bully thinks he's a freak. Only his two best friends know the real truth: David wants to be a girl. On the first day at his new school, Leo Denton has one goal: to be invisible. Attracting the attention of the most beautiful girl in his class is definitely not part of that plan. When Leo stands up for David in a fight, an unlikely friendship forms. But things are about to get messy. Because at Eden Park School secrets have a funny habit of not staying secret for long, and soon everyone knows that Leo used to be a girl. As David prepares to come out to his family and transition into life as a girl and Leo wrestles with figuring out how to deal with people who try to define him through his history, they find in each other the friendship and support they need to navigate life as transgender teens as well as the courage to decide for themselves what normal really means.::Lisa Williamson",romantic-comedy
0317198,Bridget Jones: The Edge of Reason,"After finding love, Bridget Jones questions if she really has everything she'd ever dreamed of having.::Daniel Jos. Leary",romantic-comedy
1535438,Hope Springs,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.::Anonymous",romantic-comedy
2870756,Magic in the Moonlight,A romantic comedy about an Englishman brought in to help unmask a possible swindle. Personal and professional complications ensue.::Sony Pictures Classics,romantic-comedy
0128853,You've Got Mail,Two business rivals who despise each other in real life unwittingly fall in love over the Internet.::Tom Risor <risor@pioneerplanet.infi.net>,romantic-comedy
10060094,The Knight Before Christmas,A medieval English knight is magically transported to present-day America where he falls for a high school science teacher who is disillusioned by love.::Netflix,romantic-comedy
0089062,Dutch Girls,"An adolescent British field hockey team goes to Holland, where they find something far more interesting than tulips and windmills - hot, sexy women! They are so busy chasing girls that they forget all about their hockey match.::Fryingham",romantic-comedy
0362227,The Terminal,"An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.::MonkeyKingma",romantic-comedy
1322312,Going the Distance,A romantic comedy centered on a guy and a gal who try to keep their love alive as they shuttle back and forth between New York and San Francisco to see one another.::IMDb editor,romantic-comedy
0288520,A Family Affair,"Rachel flees NYC after another traumatic breakup and arrives at her parents' home in San Diego. They are adamant to see their wayward daughter settle down with a nice girl. Rachel goes on several blind dates that misfire badly. She finally lets her mother set her up with Christine, a typical Californian girl. Much to Rachel's chagrin, mom is right! Meanwhile, Rachel's friends wait for her to screw up the relationship. They know, even if she won't admit it, that she still carries a torch for her ex-girlfriend and they're not sure what would happen if she reappeared to reclaim Rachel.::Helen Lesnick",romantic-comedy
10329566,Rich in Love,"Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control.::Netflix",romantic-comedy
